Title,Release Date,Rating,Review,Recommendation
Our Son,2023,3.0,bad,Not Recommended
The Equalizer 3,2023,7.0,average,Recommended
Hope Gap,2020,6.5,average,Recommended
Riddle of Fire,2024,7.0,average,Recommended
The Hummingbird Project,2019,6.1,average,Not Recommended
The Seagull,2018,5.9,average,Not Recommended
Hotel Artemis,2018,5.5,average,Not Recommended
Blue Bayou,2021,6.8,average,Recommended
The One and Only Ivan,2020,7.3,average,Recommended
Papillon,2018,6.4,average,Not Recommended
Monday,2021,6.5,average,Recommended
Indiana Jones and the Dial of Destiny,2023,4.5,bad,Not Recommended
Summer of 84,2018,6.5,average,Recommended
The Book of Clarence,2024,6.2,average,Not Recommended
The Cured,2018,6.1,average,Not Recommended
Pet Sematary,2019,5.2,average,Not Recommended
Armstrong,2019,7.3,average,Recommended
The Laundromat,2019,5.6,average,Not Recommended
Last Letter from Your Lover,2021,5.5,average,Not Recommended
Birds of Paradise,2021,4.7,bad,Not Recommended
Small Engine Repair,2021,6.0,average,Not Recommended
I Came By,2022,5.0,average,Not Recommended
The Wandering Earth,2019,5.3,average,Not Recommended
The Wedding Guest,2019,5.6,average,Not Recommended
Antlers,2021,5.6,average,Not Recommended
Road House,2024,6.8,average,Recommended
Kodachrome,2018,7.4,average,Recommended
Encounter,2021,4.6,bad,Not Recommended
Chemical Hearts,2020,8.1,good,Recommended
The Broken Hearts Gallery,2020,7.9,good,Recommended
Army of the Dead,2021,5.9,average,Not Recommended
Archenemy,2020,6.1,average,Not Recommended
Arcadian,2024,5.6,average,Not Recommended
Uncle Drew,2018,6.3,average,Not Recommended
Simple Passion,2022,5.2,average,Not Recommended
Teen Spirit,2019,5.5,average,Not Recommended
Instant Family,2018,7.3,average,Recommended
Extraction 2,2023,7.0,average,Recommended
Land of Bad,2024,5.2,average,Not Recommended
Happy Death Day 2U,2019,6.3,average,Not Recommended
Piranhas,2019,7.0,average,Recommended
Thor: Love and Thunder,2022,4.7,bad,Not Recommended
The Burnt Orange Heresy,2020,6.1,average,Not Recommended
Our Friend,2021,6.6,average,Recommended
Baby Ruby,2023,5.7,average,Not Recommended
Barbarians,2022,5.0,average,Not Recommended
France,2021,5.4,average,Not Recommended
Cold Pursuit,2019,6.0,average,Not Recommended
The House with a Clock in Its Walls,2018,5.8,average,Not Recommended
Robin Hood,2018,6.3,average,Not Recommended
Club Zero,2024,4.2,bad,Not Recommended
The Addams Family,2019,7.2,average,Recommended
Charlie Says,2019,4.1,bad,Not Recommended
Ordinary Angels,2024,7.1,average,Recommended
Finch,2021,6.8,average,Recommended
How It Ends,2021,3.8,bad,Not Recommended
The Perfect Find,2023,5.4,average,Not Recommended
Somebody I Used to Know,2023,4.7,bad,Not Recommended
The Munsters,2022,5.0,average,Not Recommended
Viper Club,2018,5.6,average,Not Recommended
Sting,2024,5.1,average,Not Recommended
Memoir of War,2018,6.5,average,Recommended
Wrath of Man,2021,6.8,average,Recommended
Jules,2023,6.3,average,Not Recommended
The Ritual,2018,6.8,average,Recommended
Them That Follow,2019,5.8,average,Not Recommended
Galveston,2018,5.5,average,Not Recommended
The Strange Ones,2018,5.7,average,Not Recommended
Immaculate,2024,6.1,average,Not Recommended
Viral: Antisemitism in Four Mutations,2020,2.0,bad,Not Recommended
Settlers,2021,4.6,bad,Not Recommended
Combat Obscura,2019,7.3,average,Recommended
Extraction,2020,3.9,bad,Not Recommended
Escape from Pretoria,2020,6.8,average,Recommended
Minions: The Rise of Gru,2022,7.5,good,Recommended
Infinite Storm,2022,5.6,average,Not Recommended
The Commuter,2018,6.3,average,Not Recommended
Wine Country,2019,4.8,bad,Not Recommended
The Last Vermeer,2020,7.0,average,Recommended
Hard Luck Love Song,2021,7.2,average,Recommended
Down a Dark Hall,2018,5.0,average,Not Recommended
Tag,2018,6.4,average,Not Recommended
Migration,2023,6.1,average,Not Recommended
Us and Them,2018,7.4,average,Recommended
Embattled,2020,6.0,average,Not Recommended
Rabid,2019,4.9,bad,Not Recommended
Ibiza,2018,5.7,average,Not Recommended
Radioactive,2020,5.1,average,Not Recommended
The Wandering Earth II,2023,6.9,average,Recommended
Our Time,2019,7.8,good,Recommended
Old Man,2022,5.5,average,Not Recommended
Bad Behaviour,2024,9.9,good,Recommended
Hocus Pocus 2,2022,4.5,bad,Not Recommended
1BR,2020,6.3,average,Not Recommended
Percy Vs Goliath,2021,6.6,average,Recommended
DC League of Super-Pets,2022,6.2,average,Not Recommended
Drive-Away Dolls,2024,4.5,bad,Not Recommended
Loro,2019,7.0,average,Recommended
French Exit,2021,5.9,average,Not Recommended
Hellraiser,2022,8.4,good,Recommended
Return to Space,2022,5.4,average,Not Recommended
The Croods: A New Age,2020,4.8,bad,Not Recommended
Fast X,2023,4.8,bad,Not Recommended
Boss Level,2021,6.9,average,Recommended
The Pale Blue Eye,2022,6.5,average,Recommended
Butt Boy,2020,4.8,bad,Not Recommended
The Yellow Birds,2018,7.8,good,Recommended
Summerland,2020,6.7,average,Recommended
The Extraordinary Journey of the Fakir,2019,7.9,good,Recommended
The Beach Bum,2019,5.4,average,Not Recommended
Safety,2020,6.3,average,Not Recommended
A Bag of Marbles,2018,7.5,good,Recommended
Offseason,2022,4.3,bad,Not Recommended
Hunt,2022,6.2,average,Not Recommended
The Ministry of Ungentlemanly Warfare,2024,6.6,average,Recommended
A Christmas Story Christmas,2022,9.2,good,Recommended
Driven,2019,7.7,good,Recommended
Strange But True,2019,6.2,average,Not Recommended
The Devil All the Time,2020,7.6,good,Recommended
Clifford the Big Red Dog,2021,6.1,average,Not Recommended
J.T. Leroy,2019,6.0,average,Not Recommended
Old,2021,5.3,average,Not Recommended
The Fall of the American Empire,2019,6.6,average,Recommended
We Summon the Darkness,2020,4.7,bad,Not Recommended
Yesterday,2019,6.2,average,Not Recommended
Ambulance,2022,5.5,average,Not Recommended
JFK Revisited: Through The Looking Glass,2021,7.8,good,Recommended
The Boogeyman,2023,5.7,average,Not Recommended
Nancy Drew and the Hidden Staircase,2019,5.6,average,Not Recommended
Love at First Sight,2023,5.8,average,Not Recommended
Wendy,2020,6.7,average,Recommended
A Lot of Nothing,2023,9.5,good,Recommended
Aquaman,2018,7.0,average,Recommended
Arkansas,2020,5.3,average,Not Recommended
Violent Night,2022,6.6,average,Recommended
The Command,2019,4.7,bad,Not Recommended
Mr. Harrigan's Phone,2022,5.9,average,Not Recommended
The Flash,2023,5.5,average,Not Recommended
Spirited,2022,6.1,average,Not Recommended
Zombieland: Double Tap,2019,6.5,average,Recommended
The Tobacconist,2020,4.6,bad,Not Recommended
Sergio,2020,5.8,average,Not Recommended
Bingo Hell,2021,3.2,bad,Not Recommended
Minamata,2022,7.8,good,Recommended
Butcher's Crossing,2023,6.1,average,Not Recommended
The Current War: Director's Cut,2019,6.4,average,Not Recommended
A Futile and Stupid Gesture,2018,6.6,average,Recommended
The Prom,2020,6.3,average,Not Recommended
The Secret Life of Pets 2,2019,6.0,average,Not Recommended
Firebrand,2024,9.1,good,Recommended
Frankie,2019,5.6,average,Not Recommended
Blood,2023,6.0,average,Not Recommended
Spy Kids: Armageddon,2023,4.2,bad,Not Recommended
The Tiger's Apprentice,2024,6.4,average,Not Recommended
Godard Mon Amour,2018,5.9,average,Not Recommended
The Good Liar,2019,5.5,average,Not Recommended
The New Romantic,2018,7.3,average,Recommended
Mayhem!,2024,7.1,average,Recommended
"Bardo, False Chronicle of a Handful of Truths",2022,7.0,average,Recommended
Kindred,2020,8.8,good,Recommended
The Adam Project,2022,6.5,average,Recommended
The Sacrifice Game,2023,2.6,bad,Not Recommended
Don't Make Me Go,2022,6.0,average,Not Recommended
Ride the Eagle,2021,6.5,average,Recommended
Assassination Nation,2018,5.9,average,Not Recommended
An Evening with Beverly Luff Linn,2018,7.0,average,Recommended
Pledge,2019,5.6,average,Not Recommended
Alienoid,2022,6.6,average,Recommended
Black Crab,2022,4.3,bad,Not Recommended
To All the Boys: P.S. I Still Love You,2020,5.4,average,Not Recommended
Best Sellers,2021,6.4,average,Not Recommended
Spiderhead,2022,5.0,average,Not Recommended
Zack Snyder's Justice League,2021,8.9,good,Recommended
Joe Bell,2021,5.8,average,Not Recommended
The Voyeurs,2021,5.6,average,Not Recommended
Kung Fu Panda 4,2024,5.5,average,Not Recommended
Gauguin: Voyage to Tahiti,2018,7.2,average,Recommended
Stockholm,2019,7.7,good,Recommended
12 Strong,2018,6.3,average,Not Recommended
No Exit,2022,6.3,average,Not Recommended
Arthur the King,2024,7.3,average,Recommended
Bad Boys: Ride or Die,2024,7.1,average,Recommended
House of Darkness,2022,4.1,bad,Not Recommended
Strays,2023,5.3,average,Not Recommended
The First Purge,2018,4.6,bad,Not Recommended
Wasp Network,2020,5.2,average,Not Recommended
False Positive,2021,4.3,bad,Not Recommended
Moxie,2021,4.5,bad,Not Recommended
Seberg,2019,5.2,average,Not Recommended
Captive State,2019,5.6,average,Not Recommended
Bandit,2022,6.2,average,Not Recommended
"Hello, Goodbye and Everything in Between",2022,3.5,bad,Not Recommended
The Boys in the Boat,2023,7.1,average,Recommended
Spies in Disguise,2019,6.8,average,Recommended
Greta,2019,7.4,average,Recommended
The Craft: Legacy,2020,3.4,bad,Not Recommended
Orphan: First Kill,2022,6.0,average,Not Recommended
Becky,2020,5.5,average,Not Recommended
Profile,2021,6.0,average,Not Recommended
Boogie,2021,6.0,average,Not Recommended
Freak Show,2018,8.1,good,Recommended
Cocaine Bear,2023,5.3,average,Not Recommended
Luckiest Girl Alive,2022,5.6,average,Not Recommended
Evil Eye,2020,5.4,average,Not Recommended
Good on Paper,2021,4.5,bad,Not Recommended
Sympathy for the Devil,2023,4.6,bad,Not Recommended
Elizabeth Harvest,2018,6.0,average,Not Recommended
The Hunger Games: The Ballad of Songbirds and Snakes,2023,5.7,average,Not Recommended
The Little Things,2021,5.7,average,Not Recommended
Blame,2018,7.6,good,Recommended
Knox Goes Away,2024,5.9,average,Not Recommended
Anon,2018,5.9,average,Not Recommended
Penguin Bloom,2021,7.3,average,Recommended
Terminator: Dark Fate,2019,3.9,bad,Not Recommended
Black and Blue,2019,5.6,average,Not Recommended
Empire of Light,2022,5.7,average,Not Recommended
Hotel Transylvania 3: Summer Vacation,2018,6.3,average,Not Recommended
Silent Night,2023,6.9,average,Recommended
Silent Night,2021,6.9,average,Recommended
The Dead Don't Die,2019,5.5,average,Not Recommended
Adopt a Highway,2019,6.8,average,Recommended
Munich: The Edge of War,2022,5.9,average,Not Recommended
A Wrinkle in Time,2018,2.9,bad,Not Recommended
The Beekeeper,2024,5.8,average,Not Recommended
Book Club,2018,4.8,bad,Not Recommended
Wrinkles the Clown,2019,4.8,bad,Not Recommended
Blackbird,2020,6.4,average,Not Recommended
Prisoners of the Ghostland,2021,3.8,bad,Not Recommended
Dumplin',2018,6.2,average,Not Recommended
Alita: Battle Angel,2019,8.5,good,Recommended
Aline,2022,5.3,average,Not Recommended
Beverly Hills Cop: Axel F,2024,6.9,average,Recommended
Once Upon a Deadpool,2018,4.8,bad,Not Recommended
There's Something Wrong with the Children,2023,5.7,average,Not Recommended
Inside,2023,4.8,bad,Not Recommended
Star Wars: Episode IX - The Rise of Skywalker,2019,4.5,bad,Not Recommended
Project Wolf Hunting,2022,5.9,average,Not Recommended
Balloon,2020,7.5,good,Recommended
Generation Wealth,2018,8.0,good,Recommended
Unfriended: Dark Web,2018,4.7,bad,Not Recommended
Annabelle Comes Home,2019,6.2,average,Not Recommended
Donnybrook,2019,5.2,average,Not Recommended
The Mauritanian,2021,7.3,average,Recommended
Destroy All Neighbors,2024,5.9,average,Not Recommended
Trolls Band Together,2023,6.7,average,Recommended
The Forever Purge,2021,4.6,bad,Not Recommended
Emancipation,2022,4.6,bad,Not Recommended
Jungleland,2020,8.6,good,Recommended
Palmer,2021,7.1,average,Recommended
We Have a Ghost,2023,4.2,bad,Not Recommended
She Came to Me,2023,6.6,average,Recommended
Flag Day,2021,5.9,average,Not Recommended
The Amazing Maurice,2023,6.4,average,Not Recommended
Landscape with Invisible Hand,2023,5.4,average,Not Recommended
Fatherhood,2021,6.3,average,Not Recommended
Benji,2018,7.7,good,Recommended
Finding Steve McQueen,2019,7.0,average,Recommended
Renfield,2023,6.4,average,Not Recommended
Sharp Stick,2022,1.5,bad,Not Recommended
Goosebumps 2: Haunted Halloween,2018,4.7,bad,Not Recommended
The Magician's Elephant,2023,6.4,average,Not Recommended
Finding Your Feet,2018,6.0,average,Not Recommended
Resistance,2020,6.3,average,Not Recommended
The Tender Bar,2021,5.7,average,Not Recommended
69: The Saga of Danny Hernandez,2020,8.6,good,Recommended
The Conjuring: The Devil Made Me Do It,2021,6.3,average,Not Recommended
Hypnotic,2023,5.4,average,Not Recommended
American Underdog,2021,5.8,average,Not Recommended
Five Feet Apart,2019,7.8,good,Recommended
Anna Nicole Smith: You Don't Know Me,2023,5.0,average,Not Recommended
Pokémon Detective Pikachu,2019,7.4,average,Recommended
The Quarry,2020,4.1,bad,Not Recommended
Body at Brighton Rock,2019,3.7,bad,Not Recommended
Castle in the Ground,2020,6.5,average,Recommended
Overboard,2018,8.0,good,Recommended
Trap,2024,5.7,average,Not Recommended
Black as Night,2021,4.7,bad,Not Recommended
Luther: The Fallen Sun,2023,4.8,bad,Not Recommended
Final Score,2018,5.6,average,Not Recommended
I.S.S.,2024,4.9,bad,Not Recommended
Red Sparrow,2018,6.1,average,Not Recommended
Measure of a Man,2018,7.5,good,Recommended
Persian Lessons,2023,7.5,good,Recommended
Katie Says Goodbye,2019,7.5,good,Recommended
Tesnota (Closeness),2020,6.2,average,Not Recommended
Hubie Halloween,2020,5.1,average,Not Recommended
Fly Me to the Moon,2024,6.5,average,Recommended
Alone Together,2022,7.7,good,Recommended
Charlie's Angels,2019,8.4,good,Recommended
Submission,2018,7.0,average,Recommended
Bruised,2021,4.6,bad,Not Recommended
A Mouthful of Air,2021,6.8,average,Recommended
Like Father,2018,5.3,average,Not Recommended
Puppet Master: The Littlest Reich,2018,5.4,average,Not Recommended
Monstrous,2022,5.0,average,Not Recommended
Reptile,2023,6.3,average,Not Recommended
"Extremely Wicked, Shockingly Evil and Vile",2019,6.8,average,Recommended
Four Good Days,2021,5.3,average,Not Recommended
Yardie,2019,6.5,average,Recommended
The Amazing Johnathan Documentary,2019,7.1,average,Recommended
Gone in the Night,2022,4.4,bad,Not Recommended
It's a Wonderful Knife,2023,4.8,bad,Not Recommended
Coming 2 America,2021,5.1,average,Not Recommended
The Lodgers,2018,5.3,average,Not Recommended
The Machine,2023,6.9,average,Recommended
Eternals,2021,6.1,average,Not Recommended
The United States vs. Billie Holiday,2021,5.2,average,Not Recommended
Black Beauty,2020,5.1,average,Not Recommended
VHYes,2020,5.8,average,Not Recommended
Queen Bees,2021,4.6,bad,Not Recommended
Run Rabbit Run,2023,4.5,bad,Not Recommended
Greed,2020,5.6,average,Not Recommended
SuperFly,2018,6.1,average,Not Recommended
Anyone But You,2023,5.5,average,Not Recommended
Magic Mike's Last Dance,2023,5.3,average,Not Recommended
The Last Voyage of the Demeter,2023,5.9,average,Not Recommended
The Sun Is Also a Star,2019,5.8,average,Not Recommended
The Contractor,2022,5.4,average,Not Recommended
Fantastic Beasts: The Crimes of Grindelwald,2018,5.7,average,Not Recommended
80 for Brady,2023,3.7,bad,Not Recommended
Players,2024,3.4,bad,Not Recommended
Wildflower,2023,7.1,average,Recommended
Waiting for the Barbarians,2020,6.2,average,Not Recommended
The Christmas Chronicles,2018,7.2,average,Recommended
The Spy Who Dumped Me,2018,7.3,average,Recommended
Every Day,2018,6.2,average,Not Recommended
Eiffel,2022,6.0,average,Not Recommended
Despicable Me 4,2024,4.7,bad,Not Recommended
Marmalade,2024,4.7,bad,Not Recommended
Beckett,2021,4.5,bad,Not Recommended
"Paul, Apostle of Christ",2018,7.9,good,Recommended
Bloody Hell,2021,5.3,average,Not Recommended
The Last Thing Mary Saw,2022,5.3,average,Not Recommended
Jerry and Marge Go Large,2022,5.9,average,Not Recommended
The Main Event,2020,4.4,bad,Not Recommended
Girls of the Sun,2019,7.3,average,Recommended
Final Cut,2023,4.6,bad,Not Recommended
Whitney Houston: I Wanna Dance With Somebody,2022,5.6,average,Not Recommended
Woman Walks Ahead,2018,6.4,average,Not Recommended
Jurassic World: Fallen Kingdom,2018,5.6,average,Not Recommended
The Last Full Measure,2020,6.7,average,Recommended
Satanic Panic,2019,4.4,bad,Not Recommended
The Kid,2019,6.7,average,Recommended
Surge,2021,6.8,average,Recommended
Bird Box,2018,5.9,average,Not Recommended
Earthquake Bird,2019,6.3,average,Not Recommended
Quasi,2023,4.6,bad,Not Recommended
Dangerous Lies,2020,5.1,average,Not Recommended
Project Power,2020,5.1,average,Not Recommended
We Can Be Heroes,2020,4.5,bad,Not Recommended
Skyscraper,2018,5.4,average,Not Recommended
Trial by Fire,2019,6.8,average,Recommended
Go Back to China,2020,5.8,average,Not Recommended
The Wrath of Becky,2023,4.2,bad,Not Recommended
The Song of Names,2019,6.9,average,Recommended
Umma,2022,4.3,bad,Not Recommended
The Grinch,2018,6.1,average,Not Recommended
The Man Who Killed Hitler and Then The Bigfoot,2019,4.8,bad,Not Recommended
Cabrini,2024,7.0,average,Recommended
Dumbo,2019,5.8,average,Not Recommended
Lost Transmissions,2020,4.8,bad,Not Recommended
Peter Rabbit,2018,6.5,average,Recommended
"Where'd You Go, Bernadette",2019,6.6,average,Recommended
Operation Fortune: Ruse de Guerre,2023,6.4,average,Not Recommended
Death Wish,2018,8.2,good,Recommended
A Man Called Otto,2022,8.3,good,Recommended
Wounds,2019,3.5,bad,Not Recommended
Izzy Gets the F*ck Across Town,2018,7.7,good,Recommended
I Think We're Alone Now,2018,5.8,average,Not Recommended
Trolls World Tour,2020,6.1,average,Not Recommended
Teen Wolf: The Movie,2023,6.0,average,Not Recommended
The Christmas Chronicles 2,2020,5.1,average,Not Recommended
The Gentlemen,2020,7.8,good,Recommended
At Midnight,2023,5.3,average,Not Recommended
Saint Judy,2019,8.2,good,Recommended
Mowgli: Legend of the Jungle,2018,6.4,average,Not Recommended
Run Sweetheart Run,2022,4.2,bad,Not Recommended
Malignant,2021,6.3,average,Not Recommended
Day Shift,2022,5.7,average,Not Recommended
Train to Busan Presents: Peninsula,2020,4.9,bad,Not Recommended
21 Bridges,2019,6.1,average,Not Recommended
Marry Me,2022,8.2,good,Recommended
"Lyle, Lyle, Crocodile",2022,6.7,average,Recommended
Lou,2022,4.2,bad,Not Recommended
Disenchanted,2022,6.1,average,Not Recommended
Firestarter,2022,6.4,average,Not Recommended
Ride On,2023,5.9,average,Not Recommended
Studio 666,2022,4.9,bad,Not Recommended
PAW Patrol: The Movie,2021,6.4,average,Not Recommended
Maze Runner: The Death Cure,2018,6.4,average,Not Recommended
Last Christmas,2019,5.9,average,Not Recommended
The Marvels,2023,3.7,bad,Not Recommended
Bel Canto,2018,6.1,average,Not Recommended
A Good Person,2023,8.8,good,Recommended
Lying and Stealing,2019,6.0,average,Not Recommended
The Equalizer 2,2018,6.6,average,Recommended
Tell It to the Bees,2019,5.6,average,Not Recommended
Eurovision Song Contest: The Story of Fire Saga,2020,7.7,good,Recommended
How to Talk to Girls at Parties,2018,5.0,average,Not Recommended
Racer and the Jailbird,2018,5.7,average,Not Recommended
Meet Cute,2022,4.3,bad,Not Recommended
Jungle Cruise,2021,5.9,average,Not Recommended
Shoplifters of the World,2021,7.0,average,Recommended
The Night Eats the World,2018,6.2,average,Not Recommended
Boundaries,2018,4.7,bad,Not Recommended
"Ruby Gillman, Teenage Kraken",2023,5.6,average,Not Recommended
Find Me Falling,2024,4.8,bad,Not Recommended
Champions,2023,5.7,average,Not Recommended
The Devil Has a Name,2020,6.2,average,Not Recommended
My Policeman,2022,7.2,average,Recommended
Ticket to Paradise,2022,7.5,good,Recommended
It Lives Inside,2023,3.9,bad,Not Recommended
You People,2023,3.5,bad,Not Recommended
My Salinger Year,2021,6.2,average,Not Recommended
The American Society of Magical Negroes,2024,1.1,bad,Not Recommended
A Dog's Way Home,2019,7.1,average,Recommended
The Greatest Hits,2024,5.5,average,Not Recommended
Blonde,2022,4.8,bad,Not Recommended
Against the Ice,2022,6.1,average,Not Recommended
Don't Let Go,2019,6.1,average,Not Recommended
Paradise Hills,2019,5.6,average,Not Recommended
Federer: Twelve Final Days,2024,7.8,good,Recommended
The Legacy of a Whitetail Deer Hunter,2018,5.6,average,Not Recommended
Always at The Carlyle,2018,4.8,bad,Not Recommended
Georgetown,2021,6.3,average,Not Recommended
Vacation Friends,2021,5.8,average,Not Recommended
Sing 2,2021,7.4,average,Recommended
The Reckoning,2021,5.2,average,Not Recommended
Please Stand By,2018,6.7,average,Recommended
Don't Look Up,2021,6.6,average,Recommended
Out of Blue,2019,5.3,average,Not Recommended
What Men Want,2019,3.8,bad,Not Recommended
Den of Thieves,2018,6.4,average,Not Recommended
Your Place or Mine,2023,5.0,average,Not Recommended
The Gray Man,2022,5.9,average,Not Recommended
Porno,2020,3.4,bad,Not Recommended
The Miracle Club,2023,5.3,average,Not Recommended
The Grudge,2020,3.2,bad,Not Recommended
PAW Patrol: The Mighty Movie,2023,7.0,average,Recommended
Bohemian Rhapsody,2018,7.6,good,Recommended
Mary Shelley,2018,5.8,average,Not Recommended
Bullet Train,2022,7.2,average,Recommended
Django,2018,7.3,average,Recommended
Downhill,2020,4.2,bad,Not Recommended
The Cellar,2022,4.5,bad,Not Recommended
The Catcher Was a Spy,2018,6.3,average,Not Recommended
Little,2019,5.3,average,Not Recommended
Spirit Untamed,2021,3.0,bad,Not Recommended
Insidious: The Last Key,2018,5.5,average,Not Recommended
Last Looks,2022,5.2,average,Not Recommended
Spenser Confidential,2020,6.1,average,Not Recommended
The Chaperone,2019,6.5,average,Recommended
Godmothered,2020,6.1,average,Not Recommended
Venom: Let There Be Carnage,2021,6.2,average,Not Recommended
They Remain,2018,7.5,good,Recommended
Please Don’t Destroy: The Treasure of Foggy Mountain,2023,7.8,good,Recommended
The Best of Enemies,2019,6.3,average,Not Recommended
Firebird,2022,7.5,good,Recommended
Gold,2022,6.7,average,Recommended
Army of Thieves,2021,8.3,good,Recommended
A Tourist's Guide to Love,2023,4.6,bad,Not Recommended
7 Days in Entebbe,2018,5.8,average,Not Recommended
The Tomorrow Man,2019,6.6,average,Recommended
Horizon: An American Saga - Chapter 1,2024,6.6,average,Recommended
The Beanie Bubble,2023,5.1,average,Not Recommended
Escape Room: Tournament of Champions,2021,5.2,average,Not Recommended
Golda,2023,5.7,average,Not Recommended
Lady and the Tramp,2019,7.7,good,Recommended
The Predator,2018,5.0,average,Not Recommended
Amsterdam,2022,5.3,average,Not Recommended
The Protégé,2021,5.6,average,Not Recommended
Six Minutes to Midnight,2021,5.3,average,Not Recommended
Downtown Owl,2024,5.2,average,Not Recommended
Luck,2022,6.4,average,Not Recommended
Dashcam,2022,2.7,bad,Not Recommended
The Instigators,2024,5.9,average,Not Recommended
Jeanne du Barry,2024,4.9,bad,Not Recommended
Underwater,2020,6.5,average,Recommended
Backstabbing for Beginners,2018,5.4,average,Not Recommended
Blue Miracle,2021,6.2,average,Not Recommended
Manodrome,2023,3.1,bad,Not Recommended
Escape Room,2019,7.3,average,Recommended
Tomb Raider,2018,6.2,average,Not Recommended
Noelle,2019,5.1,average,Not Recommended
We Need to Do Something,2021,2.3,bad,Not Recommended
Gran Turismo,2023,7.1,average,Recommended
Red Right Hand,2024,5.6,average,Not Recommended
Cat Person,2023,5.5,average,Not Recommended
The Secrets We Keep,2020,5.6,average,Not Recommended
Tolkien,2019,5.9,average,Not Recommended
Freud's Last Session,2023,6.0,average,Not Recommended
Liam Gallagher: As It Was,2019,7.3,average,Recommended
Ant-Man and the Wasp: Quantumania,2023,5.5,average,Not Recommended
King of Thieves,2019,5.6,average,Not Recommended
Prisoner's Daughter,2023,5.3,average,Not Recommended
Jolt,2021,5.5,average,Not Recommended
The Call of the Wild,2020,6.2,average,Not Recommended
Don't Worry Darling,2022,4.5,bad,Not Recommended
I Feel Pretty,2018,3.9,bad,Not Recommended
Spirit Halloween: The Movie,2022,4.5,bad,Not Recommended
Back Roads,2018,6.5,average,Recommended
The Last Mercenary,2021,5.0,average,Not Recommended
Happiness for Beginners,2023,3.8,bad,Not Recommended
Lords of Chaos,2019,5.5,average,Not Recommended
The Strangers: Prey at Night,2018,7.4,average,Recommended
Mary Magdalene,2019,6.4,average,Not Recommended
Godzilla: King of the Monsters,2019,7.1,average,Recommended
Haunted Mansion,2023,4.6,bad,Not Recommended
Crown Vic,2019,5.8,average,Not Recommended
The Marsh King's Daughter,2023,5.6,average,Not Recommended
Sonic the Hedgehog,2020,8.0,good,Recommended
Fantastic Beasts: The Secrets of Dumbledore,2022,5.9,average,Not Recommended
Hunted,2021,5.8,average,Not Recommended
Secret Headquarters,2022,4.4,bad,Not Recommended
Angel of Mine,2019,6.2,average,Not Recommended
Superpower,2023,4.0,bad,Not Recommended
AGGRO DR1FT,2024,7.2,average,Recommended
Monster Hunter,2020,4.1,bad,Not Recommended
Lisa Frankenstein,2024,5.4,average,Not Recommended
Halloween Ends,2022,4.7,bad,Not Recommended
Wish,2023,5.0,average,Not Recommended
Mothers' Instinct,2024,5.0,average,Not Recommended
Asphalt City,2024,6.6,average,Recommended
Midway,2019,6.1,average,Not Recommended
Senior Year,2022,4.7,bad,Not Recommended
The Sunlit Night,2020,5.5,average,Not Recommended
Bird Box Barcelona,2023,3.9,bad,Not Recommended
Irresistible,2020,4.8,bad,Not Recommended
Boy Kills World,2024,6.0,average,Not Recommended
Shock and Awe,2018,5.7,average,Not Recommended
Corner Office,2023,5.8,average,Not Recommended
Pathaan,2023,6.7,average,Recommended
Sonic the Hedgehog 2,2022,7.9,good,Recommended
The Nun II,2023,5.4,average,Not Recommended
Godzilla x Kong: The New Empire,2024,7.8,good,Recommended
Gunpowder Milkshake,2021,4.3,bad,Not Recommended
Kate,2021,6.2,average,Not Recommended
I Trapped the Devil,2019,5.6,average,Not Recommended
Candy Cane Lane,2023,4.6,bad,Not Recommended
Wrong Turn,2021,7.2,average,Recommended
Gringo,2018,5.6,average,Not Recommended
The Last Movie Star,2018,6.1,average,Not Recommended
Medieval,2022,6.8,average,Recommended
In the Tall Grass,2019,5.0,average,Not Recommended
Breakthrough,2019,6.4,average,Not Recommended
My Spy,2020,5.9,average,Not Recommended
Something from Tiffany's,2022,4.8,bad,Not Recommended
The Super Mario Bros. Movie,2023,8.2,good,Recommended
The Sleepover,2020,4.9,bad,Not Recommended
Sweet Girl,2021,5.0,average,Not Recommended
El Chicano,2019,6.0,average,Not Recommended
Bigbug,2022,5.4,average,Not Recommended
Rebecca,2020,4.9,bad,Not Recommended
You Should Have Left,2020,5.5,average,Not Recommended
Earwig and the Witch,2021,4.5,bad,Not Recommended
The Exorcism,2024,3.1,bad,Not Recommended
Book Club: The Next Chapter,2023,3.4,bad,Not Recommended
Yes Day,2021,5.0,average,Not Recommended
Ghostbusters: Frozen Empire,2024,5.4,average,Not Recommended
Jesus Revolution,2023,5.7,average,Not Recommended
Reminiscence,2021,5.3,average,Not Recommended
Don't Breathe 2,2021,6.3,average,Not Recommended
Shotgun Wedding,2023,7.1,average,Recommended
Above Suspicion,2021,5.5,average,Not Recommended
Capone,2020,5.1,average,Not Recommended
The Meg,2018,5.5,average,Not Recommended
Christmas Bloody Christmas,2022,5.5,average,Not Recommended
Irish Wish,2024,5.5,average,Not Recommended
The Upside,2019,6.1,average,Not Recommended
The Public,2019,6.5,average,Recommended
Dark Glasses,2022,6.3,average,Not Recommended
Honest Thief,2020,5.8,average,Not Recommended
Jay and Silent Bob Reboot,2019,5.0,average,Not Recommended
Hotel Transylvania: Transformania,2022,6.0,average,Not Recommended
The Watchers,2024,7.4,average,Recommended
Second Act,2018,7.9,good,Recommended
